dt , barometer (mbar), pressure (mbar), altimeter (mbar), inTemp (C), outTemp (C), inHumidity	 (%), outHumidity	 (%), rainRate (mm/hour), rain (mm), dewpoint (C), windchill (C), heatindex (C), ET (mm), rxCheckPercent	 (%), windSpeed (m/s), windDir (grad), windGust (m/s), windGustDir (grad)
2023-11-21 05:56:00, 974.999, 974.999, 974.699, 27.1, 0.2, 8, 59, 0.0, 0.0, -6.8, -4.6, 0.2, 0.0, 85, 4.9, 247.5, 6.3, 247.5
2023-11-21 05:57:00, 975.066, 975.066, 974.766, 27.1, 0.2, 8, 59, 0.0, 0.0, -6.8, -4.3, 0.2, 0.0, 81, 4.5, 292.5, 6.3, 225.0
2023-11-21 05:58:00, 974.897, 974.897, 974.597, 27.1, 0.2, 8, 59, 0.0, 0.0, -6.8, -5.1, 0.2, 0.0, 81, 5.8, 270.0, 9.4, 270.0
2023-11-21 05:59:00, 975.134, 975.134, 974.834, 27.1, 0.2, 8, 60, 0.0, 0.0, -6.6, -5.9, 0.2, 0.0, 90, 7.6, 270.0, 12.1, 270.0
2023-11-21 06:00:00, 975.811, 975.811, 975.511, 27.1, 0.2, 8, 60, 0.0, 0.0, -6.6, -6.4, 0.2, 0.0, 85, 8.9, 270.0, 13.0, 270.0
2023-11-21 06:01:00, 975.811, 975.811, 975.511, 27.1, 0.2, 8, 61, 0.0, 0.0, -6.5, -4.9, 0.2, 0.0, 85, 5.4, 292.5, 8.9, 315.0
2023-11-21 06:02:00, 975.033, 975.033, 974.733, 27.1, 0.2, 9, 61, 0.0, 0.0, -6.5, -5.8, 0.2, 0.0, 77, 7.2, 270.0, 11.2, 270.0
2023-11-21 06:03:00, 974.965, 974.965, 974.665, 27.1, 0.2, 8, 61, 0.0, 0.0, -6.5, -6.0, 0.2, 0.0, 85, 7.6, 270.0, 10.3, 270.0
2023-11-21 06:04:00, 975.033, 975.033, 974.733, 27.1, 0.2, 8, 61, 0.0, 0.0, -6.5, -5.1, 0.2, 0.0, 85, 5.8, 225.0, 9.4, 270.0
2023-11-21 06:05:00, 975.100, 975.100, 974.800, 27.0, 0.1, 8, 62, 0.0, 0.0, -6.3, -5.8, 0.1, 0.0, 85, 7.2, 247.5, 10.3, 247.5
2023-11-21 06:06:00, 974.931, 974.931, 974.631, 27.0, 0.1, 8, 62, 0.0, 0.0, -6.3, -5.4, 0.1, 0.0, 81, 6.3, 247.5, 9.4, 270.0
2023-11-21 06:07:00, 975.066, 975.066, 974.766, 27.0, 0.1, 8, 63, 0.0, 0.0, -6.1, -3.5, 0.1, 0.0, 81, 3.1, 225.0, 5.4, 225.0
2023-11-21 06:08:00, 975.134, 975.134, 974.834, 27.0, 0.1, 8, 63, 0.0, 0.0, -6.1, -5.1, 0.1, 0.0, 85, 5.4, 247.5, 8.9, 247.5
2023-11-21 06:09:00, 975.100, 975.100, 974.800, 27.0, 0.1, 8, 63, 0.0, 0.0, -6.1, -6.1, 0.1, 0.0, 85, 7.6, 270.0, 13.0, 292.5
2023-11-21 06:10:00, 975.066, 975.066, 974.766, 27.0, 0.1, 8, 61, 0.0, 0.0, -6.6, -5.3, 0.1, 0.0, 90, 5.8, 270.0, 8.0, 270.0
2023-11-21 06:11:00, 975.168, 975.168, 974.868, 27.0, 0.1, 8, 62, 0.0, 0.0, -6.3, -5.5, 0.1, 0.0, 81, 6.3, 270.0, 8.9, 247.5
2023-11-21 06:12:00, 975.100, 975.100, 974.800, 27.0, 0.1, 8, 63, 0.0, 0.0, -6.1, -4.8, 0.1, 0.0, 77, 4.9, 247.5, 8.0, 270.0
2023-11-21 06:13:00, 975.134, 975.134, 974.834, 26.9, 0.1, 8, 63, 0.0, 0.0, -6.1, -5.1, 0.1, 0.0, 85, 5.4, 247.5, 8.0, 270.0
2023-11-21 06:14:00, 975.134, 975.134, 974.834, 26.9, 0.1, 8, 63, 0.0, 0.0, -6.1, -5.1, 0.1, 0.0, 81, 5.4, 225.0, 6.7, 247.5
2023-11-21 06:15:00, 975.033, 975.033, 974.733, 26.9, 0.1, 8, 63, 0.0, 0.0, -6.1, -5.3, 0.1, 0.0, 90, 5.8, 225.0, 8.9, 225.0
2023-11-21 06:16:00, 975.202, 975.202, 974.902, 26.9, 0.1, 8, 63, 0.0, 0.0, -6.1, -5.3, 0.1, 0.0, 85, 5.8, 270.0, 10.7, 270.0
2023-11-21 06:17:00, 975.134, 975.134, 974.834, 26.9, 0.0, 8, 63, 0.0, 0.0, -6.2, -6.0, 0.0, 0.0, 85, 7.2, 270.0, 9.8, 270.0
2023-11-21 06:18:00, 975.270, 975.270, 974.970, 26.9, 0.1, 8, 62, 0.0, 0.0, -6.3, -5.9, 0.1, 0.0, 81, 7.2, 247.5, 11.2, 270.0
2023-11-21 06:19:00, 975.033, 975.033, 974.733, 26.8, 0.1, 8, 61, 0.0, 0.0, -6.5, -4.7, 0.1, 0.0, 81, 4.9, 225.0, 8.9, 202.5
2023-11-21 06:20:00, 975.168, 975.168, 974.868, 26.8, 0.1, 8, 61, 0.0, 0.0, -6.5, -4.5, 0.1, 0.0, 94, 4.5, 225.0, 7.2, 225.0
2023-11-21 06:21:00, 975.100, 975.100, 974.800, 26.8, 0.1, 8, 62, 0.0, 0.0, -6.3, -4.2, 0.1, 0.0, 77, 4.0, 225.0, 5.4, 225.0
2023-11-21 06:22:00, 975.270, 975.270, 974.970, 26.8, 0.1, 8, 62, 0.0, 0.0, -6.3, -3.8, 0.1, 0.0, 85, 3.6, 247.5, 5.4, 247.5
2023-11-21 06:23:00, 975.134, 975.134, 974.834, 26.8, 0.1, 8, 61, 0.0, 0.0, -6.5, -3.1, 0.1, 0.0, 81, 2.7, 247.5, 4.5, 247.5
2023-11-21 06:24:00, 975.473, 975.473, 975.173, 26.8, 0.1, 8, 61, 0.0, 0.0, -6.5, -6.4, 0.1, 0.0, 81, 8.5, 270.0, 12.5, 270.0
2023-11-21 06:25:00, 975.236, 975.236, 974.936, 26.8, 0.1, 8, 62, 0.0, 0.0, -6.3, -4.7, 0.1, 0.0, 85, 4.9, 270.0, 8.0, 270.0
2023-11-21 06:26:00, 975.270, 975.270, 974.970, 26.8, 0.1, 8, 62, 0.0, 0.0, -6.3, -3.5, 0.1, 0.0, 85, 3.1, 202.5, 4.5, 225.0
2023-11-21 06:27:00, 975.337, 975.337, 975.037, 26.8, 0.1, 8, 62, 0.0, 0.0, -6.3, -5.0, 0.1, 0.0, 85, 5.4, 202.5, 8.0, 225.0
2023-11-21 06:28:00, 975.270, 975.270, 974.970, 26.8, 0.1, 8, 61, 0.0, 0.0, -6.5, -5.0, 0.1, 0.0, 81, 5.4, 247.5, 7.6, 247.5
2023-11-21 06:29:00, 975.236, 975.236, 974.936, 26.8, 0.2, 8, 60, 0.0, 0.0, -6.7, -4.1, 0.2, 0.0, 85, 4.0, 225.0, 6.3, 247.5
2023-11-21 06:30:00, 975.337, 975.337, 975.037, 26.8, 0.2, 8, 60, 0.0, 0.0, -6.7, -6.0, 0.2, 0.0, 85, 7.6, 270.0, 11.2, 247.5
2023-11-21 06:31:00, 975.270, 975.270, 974.970, 26.8, 0.2, 8, 59, 0.0, 0.0, -6.8, -5.7, 0.2, 0.0, 85, 7.2, 247.5, 8.9, 247.5
2023-11-21 06:32:00, 975.405, 975.405, 975.105, 26.7, 0.2, 8, 60, 0.0, 0.0, -6.6, -5.3, 0.2, 0.0, 90, 6.3, 247.5, 8.0, 247.5
2023-11-21 06:33:00, 975.405, 975.405, 975.105, 26.7, 0.2, 8, 60, 0.0, 0.0, -6.6, -4.6, 0.2, 0.0, 81, 4.9, 270.0, 8.5, 270.0
2023-11-21 06:34:00, 975.405, 975.405, 975.105, 26.7, 0.2, 8, 60, 0.0, 0.0, -6.7, -5.1, 0.2, 0.0, 81, 5.8, 270.0, 8.0, 270.0
2023-11-21 06:35:00, 975.473, 975.473, 975.173, 26.7, 0.2, 8, 60, 0.0, 0.0, -6.6, -4.6, 0.2, 0.0, 81, 4.9, 270.0, 8.5, 292.5
2023-11-21 06:36:00, 975.439, 975.439, 975.139, 26.7, 0.2, 8, 61, 0.0, 0.0, -6.5, -5.1, 0.2, 0.0, 85, 5.8, 270.0, 8.5, 270.0
2023-11-21 06:37:00, 976.116, 976.116, 975.816, 26.7, 0.2, 8, 60, 0.0, 0.0, -6.7, -5.6, 0.2, 0.0, 81, 6.7, 270.0, 9.4, 270.0
2023-11-21 06:38:00, 975.540, 975.540, 975.240, 26.7, 0.2, 8, 60, 0.0, 0.0, -6.7, -3.0, 0.2, 0.0, 81, 2.7, 247.5, 4.0, 270.0
2023-11-21 06:39:00, 975.473, 975.473, 975.173, 26.7, 0.2, 8, 60, 0.0, 0.0, -6.7, -4.9, 0.2, 0.0, 85, 5.4, 225.0, 7.6, 202.5
2023-11-21 06:40:00, 975.507, 975.507, 975.207, 26.7, 0.2, 8, 60, 0.0, 0.0, -6.7, -4.4, 0.2, 0.0, 81, 4.5, 247.5, 6.3, 247.5
2023-11-21 06:41:00, 975.676, 975.676, 975.376, 26.7, 0.2, 8, 60, 0.0, 0.0, -6.7, -4.9, 0.2, 0.0, 90, 5.4, 270.0, 8.5, 270.0
2023-11-21 06:42:00, 975.608, 975.608, 975.308, 26.8, 0.2, 9, 59, 0.0, 0.0, -6.9, -6.5, 0.2, 0.0, 85, 8.9, 270.0, 12.5, 270.0
2023-11-21 06:43:00, 975.676, 975.676, 975.376, 26.7, 0.2, 8, 59, 0.0, 0.0, -6.9, -5.1, 0.2, 0.0, 77, 5.8, 270.0, 10.3, 270.0
2023-11-21 06:44:00, 975.676, 975.676, 975.376, 26.7, 0.2, 8, 60, 0.0, 0.0, -6.7, -5.1, 0.2, 0.0, 85, 5.8, 225.0, 9.4, 247.5
2023-11-21 06:45:00, 975.473, 975.473, 975.173, 26.7, 0.2, 8, 59, 0.0, 0.0, -6.9, -5.1, 0.2, 0.0, 85, 5.8, 202.5, 10.3, 270.0
2023-11-21 06:46:00, 975.540, 975.540, 975.240, 26.7, 0.2, 8, 60, 0.0, 0.0, -6.6, -6.2, 0.2, 0.0, 85, 8.5, 247.5, 11.2, 247.5
2023-11-21 06:47:00, 975.710, 975.710, 975.410, 26.6, 0.2, 8, 59, 0.0, 0.0, -6.8, -5.3, 0.2, 0.0, 85, 6.3, 270.0, 9.8, 270.0
2023-11-21 06:48:00, 975.744, 975.744, 975.444, 26.6, 0.2, 8, 59, 0.0, 0.0, -6.8, -4.6, 0.2, 0.0, 81, 4.9, 270.0, 6.7, 270.0
2023-11-21 06:49:00, 975.676, 975.676, 975.376, 26.6, 0.2, 8, 60, 0.0, 0.0, -6.6, -4.6, 0.2, 0.0, 85, 4.9, 270.0, 8.5, 270.0
2023-11-21 06:50:00, 975.473, 975.473, 975.173, 26.7, 0.2, 8, 60, 0.0, 0.0, -6.6, -1.9, 0.2, 0.0, 77, 1.8, 270.0, 2.7, 270.0
2023-11-21 06:51:00, 975.507, 975.507, 975.207, 26.7, 0.2, 8, 59, 0.0, 0.0, -6.8, -2.9, 0.2, 0.0, 85, 2.7, 225.0, 3.1, 247.5
2023-11-21 06:52:00, 975.507, 975.507, 975.207, 26.7, 0.2, 8, 60, 0.0, 0.0, -6.6, -2.9, 0.2, 0.0, 85, 2.7, 202.5, 4.9, 225.0
2023-11-21 06:53:00, 975.642, 975.642, 975.342, 26.7, 0.2, 8, 60, 0.0, 0.0, -6.7, -2.0, 0.2, 0.0, 81, 1.8, 247.5, 3.6, 247.5
2023-11-21 06:54:00, 975.540, 975.540, 975.240, 26.7, 0.2, 9, 60, 0.0, 0.0, -6.7, -3.4, 0.2, 0.0, 90, 3.1, 292.5, 4.9, 247.5
2023-11-21 06:55:00, 975.405, 975.405, 975.105, 26.8, 0.2, 9, 58, 0.0, 0.0, -7.1, -2.5, 0.2, 0.0, 81, 2.2, 270.0, 4.0, 270.0
2023-11-21 06:56:00, 975.439, 975.439, 975.139, 26.8, 0.2, 9, 58, 0.0, 0.0, -7.1, -3.3, 0.2, 0.0, 81, 3.1, 270.0, 4.9, 270.0
2023-11-21 06:57:00, 975.540, 975.540, 975.240, 26.8, 0.2, 9, 58, 0.0, 0.0, -7.1, -2.5, 0.2, 0.0, 94, 2.2, 247.5, 4.0, 315.0
2023-11-21 06:58:00, 976.218, 976.218, 975.918, 26.9, 0.2, 9, 58, 0.0, 0.0, -7.1, -4.3, 0.2, 0.0, 81, 4.5, 270.0, 6.7, 270.0
2023-11-21 06:59:00, 975.642, 975.642, 975.342, 26.9, 0.3, 9, 58, 0.0, 0.0, -7.0, -5.6, 0.3, 0.0, 85, 7.2, 247.5, 9.8, 270.0
2023-11-21 07:00:00, 975.540, 975.540, 975.240, 26.9, 0.3, 8, 59, 0.0, 0.0, -6.8, -5.4, 0.3, 0.0, 81, 6.7, 225.0, 9.8, 225.0
2023-11-21 07:01:00, 975.642, 975.642, 975.342, 26.9, 0.3, 8, 59, 0.0, 0.0, -6.8, -4.8, 0.3, 0.0, 85, 5.4, 270.0, 9.4, 247.5
2023-11-21 07:02:00, 975.744, 975.744, 975.444, 26.9, 0.3, 8, 59, 0.0, 0.0, -6.8, -4.0, 0.3, 0.0, 85, 4.0, 202.5, 5.8, 247.5
2023-11-21 07:03:00, 975.676, 975.676, 975.376, 26.9, 0.3, 8, 59, 0.0, 0.0, -6.8, -4.3, 0.3, 0.0, 85, 4.5, 247.5, 6.3, 247.5
2023-11-21 07:04:00, 975.642, 975.642, 975.342, 26.9, 0.3, 8, 59, 0.0, 0.0, -6.7, -4.5, 0.3, 0.0, 81, 4.9, 270.0, 8.0, 270.0
2023-11-21 07:05:00, 975.642, 975.642, 975.342, 26.9, 0.3, 8, 59, 0.0, 0.0, -6.7, -2.8, 0.3, 0.0, 81, 2.7, 247.5, 6.3, 292.5
2023-11-21 07:06:00, 975.540, 975.540, 975.240, 26.9, 0.3, 8, 59, 0.0, 0.0, -6.7, -3.6, 0.3, 0.0, 85, 3.6, 247.5, 6.3, 202.5
2023-11-21 07:07:00, 975.642, 975.642, 975.342, 26.9, 0.3, 8, 59, 0.0, 0.0, -6.7, -4.7, 0.3, 0.0, 81, 5.4, 247.5, 8.5, 247.5
2023-11-21 07:08:00, 975.608, 975.608, 975.308, 26.9, 0.3, 8, 59, 0.0, 0.0, -6.7, -3.6, 0.3, 0.0, 90, 3.6, 270.0, 5.8, 270.0
2023-11-21 07:09:00, 975.642, 975.642, 975.342, 26.9, 0.3, 8, 59, 0.0, 0.0, -6.7, -4.5, 0.3, 0.0, 81, 4.9, 292.5, 6.3, 292.5
2023-11-21 07:10:00, 975.642, 975.642, 975.342, 27.0, 0.3, 9, 59, 0.0, 0.0, -6.7, -3.9, 0.3, 0.0, 77, 4.0, 292.5, 5.8, 202.5
2023-11-21 07:11:00, 975.710, 975.710, 975.410, 27.0, 0.3, 8, 59, 0.0, 0.0, -6.7, -3.9, 0.3, 0.0, 85, 4.0, 202.5, 5.4, 202.5
2023-11-21 07:12:00, 975.608, 975.608, 975.308, 27.0, 0.3, 8, 59, 0.0, 0.0, -6.7, -2.3, 0.3, 0.0, 85, 2.2, 225.0, 5.4, 225.0
2023-11-21 07:13:00, 975.710, 975.710, 975.410, 27.0, 0.3, 9, 60, 0.0, 0.0, -6.6, 0.3, 0.3, 0.0, 90, 0.9, 247.5, 1.8, 247.5
2023-11-21 07:14:00, 975.642, 975.642, 975.342, 27.1, 0.3, 9, 60, 0.0, 0.0, -6.6, -1.9, 0.3, 0.0, 81, 1.8, 247.5, 4.0, 202.5
2023-11-21 07:15:00, 975.540, 975.540, 975.240, 27.1, 0.3, 9, 60, 0.0, 0.0, -6.6, -5.2, 0.3, 0.0, 90, 6.3, 270.0, 9.4, 270.0
2023-11-21 07:16:00, 975.642, 975.642, 975.342, 27.0, 0.3, 8, 59, 0.0, 0.0, -6.8, -4.8, 0.3, 0.0, 81, 5.4, 225.0, 7.2, 292.5
2023-11-21 07:17:00, 975.744, 975.744, 975.444, 27.0, 0.3, 8, 59, 0.0, 0.0, -6.8, -3.3, 0.3, 0.0, 81, 3.1, 225.0, 4.9, 225.0
2023-11-21 07:18:00, 975.676, 975.676, 975.376, 27.0, 0.3, 8, 59, 0.0, 0.0, -6.8, -4.0, 0.3, 0.0, 94, 4.0, 270.0, 5.8, 270.0
2023-11-21 07:19:00, 976.353, 976.353, 976.053, 27.0, 0.3, 8, 59, 0.0, 0.0, -6.8, -4.0, 0.3, 0.0, 81, 4.0, 225.0, 5.4, 225.0
2023-11-21 07:20:00, 975.710, 975.710, 975.410, 27.0, 0.3, 8, 59, 0.0, 0.0, -6.8, -4.5, 0.3, 0.0, 81, 4.9, 270.0, 8.0, 247.5
2023-11-21 07:21:00, 975.777, 975.777, 975.478, 27.0, 0.3, 8, 59, 0.0, 0.0, -6.7, -4.7, 0.3, 0.0, 85, 5.4, 270.0, 6.7, 270.0
2023-11-21 07:22:00, 975.710, 975.710, 975.410, 27.0, 0.3, 8, 59, 0.0, 0.0, -6.7, -5.4, 0.3, 0.0, 81, 6.7, 270.0, 9.4, 270.0
2023-11-21 07:23:00, 975.608, 975.608, 975.308, 27.0, 0.3, 8, 58, 0.0, 0.0, -7.0, -3.9, 0.3, 0.0, 90, 4.0, 337.5, 5.8, 337.5
2023-11-21 07:24:00, 975.845, 975.845, 975.545, 27.0, 0.3, 9, 58, 0.0, 0.0, -7.0, -4.9, 0.3, 0.0, 85, 5.8, 247.5, 9.8, 247.5
2023-11-21 07:25:00, 975.811, 975.811, 975.511, 27.0, 0.4, 8, 59, 0.0, 0.0, -6.7, -4.1, 0.4, 0.0, 85, 4.5, 270.0, 6.7, 270.0
2023-11-21 07:26:00, 975.811, 975.811, 975.511, 27.0, 0.3, 9, 59, 0.0, 0.0, -6.7, -4.5, 0.3, 0.0, 81, 4.9, 247.5, 8.9, 247.5
2023-11-21 07:27:00, 975.811, 975.811, 975.511, 27.0, 0.3, 8, 60, 0.0, 0.0, -6.5, -4.7, 0.3, 0.0, 85, 5.4, 270.0, 7.6, 247.5
2023-11-21 07:28:00, 975.710, 975.710, 975.410, 27.0, 0.3, 8, 58, 0.0, 0.0, -7.0, -3.6, 0.3, 0.0, 81, 3.6, 270.0, 4.9, 270.0
2023-11-21 07:29:00, 975.608, 975.608, 975.308, 27.0, 0.3, 8, 58, 0.0, 0.0, -7.0, -3.9, 0.3, 0.0, 85, 4.0, 315.0, 6.3, 292.5
2023-11-21 07:30:00, 975.710, 975.710, 975.410, 27.1, 0.3, 8, 58, 0.0, 0.0, -7.0, -5.2, 0.3, 0.0, 85, 6.3, 292.5, 9.8, 292.5
2023-11-21 07:31:00, 975.642, 975.642, 975.342, 27.1, 0.3, 9, 58, 0.0, 0.0, -7.0, -2.8, 0.3, 0.0, 81, 2.7, 225.0, 4.5, 247.5
2023-11-21 07:32:00, 975.642, 975.642, 975.342, 27.1, 0.3, 8, 59, 0.0, 0.0, -6.7, -3.6, 0.3, 0.0, 85, 3.6, 225.0, 4.5, 225.0
2023-11-21 07:33:00, 975.642, 975.642, 975.342, 27.1, 0.3, 8, 58, 0.0, 0.0, -7.0, -3.3, 0.3, 0.0, 81, 3.1, 225.0, 3.6, 270.0
2023-11-21 07:34:00, 975.710, 975.710, 975.410, 27.1, 0.3, 8, 58, 0.0, 0.0, -7.0, -4.3, 0.3, 0.0, 90, 4.5, 225.0, 7.2, 225.0
2023-11-21 07:35:00, 975.744, 975.744, 975.444, 27.1, 0.3, 8, 57, 0.0, 0.0, -7.2, -5.0, 0.3, 0.0, 85, 5.8, 270.0, 8.9, 270.0
2023-11-21 07:36:00, 975.642, 975.642, 975.342, 27.1, 0.3, 8, 57, 0.0, 0.0, -7.2, -4.9, 0.3, 0.0, 81, 5.8, 270.0, 8.0, 247.5
2023-11-21 07:37:00, 975.608, 975.608, 975.308, 27.1, 0.3, 8, 57, 0.0, 0.0, -7.2, -3.2, 0.3, 0.0, 90, 3.1, 202.5, 4.9, 225.0
2023-11-21 07:38:00, 975.676, 975.676, 975.376, 27.1, 0.3, 8, 57, 0.0, 0.0, -7.2, -2.3, 0.3, 0.0, 77, 2.2, 202.5, 4.5, 45.0
2023-11-21 07:39:00, 975.540, 975.540, 975.240, 27.1, 0.4, 9, 57, 0.0, 0.0, -7.1, -3.8, 0.4, 0.0, 90, 4.0, 202.5, 5.8, 225.0
2023-11-21 07:40:00, 975.777, 975.777, 975.478, 27.1, 0.4, 8, 56, 0.0, 0.0, -7.4, -2.3, 0.4, 0.0, 90, 2.2, 225.0, 5.4, 67.5
2023-11-21 07:41:00, 975.270, 975.270, 974.970, 27.2, 0.4, 9, 56, 0.0, 0.0, -7.4, -4.6, 0.4, 0.0, 81, 5.4, 22.5, 8.0, 270.0
2023-11-21 07:42:00, 975.642, 975.642, 975.342, 27.2, 0.4, 10, 56, 0.0, 0.0, -7.4, -5.3, 0.4, 0.0, 85, 6.7, 270.0, 11.2, 270.0
2023-11-21 07:43:00, 975.811, 975.811, 975.511, 27.2, 0.4, 10, 55, 0.0, 0.0, -7.6, -4.1, 0.4, 0.0, 81, 4.5, 247.5, 8.0, 270.0
2023-11-21 07:44:00, 975.608, 975.608, 975.308, 27.2, 0.4, 9, 55, 0.0, 0.0, -7.6, -4.4, 0.4, 0.0, 90, 4.9, 225.0, 5.8, 225.0
2023-11-21 07:45:00, 975.947, 975.947, 975.647, 27.2, 0.4, 8, 55, 0.0, 0.0, -7.5, -4.3, 0.4, 0.0, 81, 4.9, 292.5, 6.7, 292.5
2023-11-21 07:46:00, 975.744, 975.744, 975.444, 27.2, 0.4, 8, 55, 0.0, 0.0, -7.5, -3.8, 0.4, 0.0, 81, 4.0, 247.5, 5.8, 247.5
2023-11-21 07:47:00, 975.710, 975.710, 975.410, 27.2, 0.4, 8, 55, 0.0, 0.0, -7.5, -4.0, 0.4, 0.0, 90, 4.5, 225.0, 7.6, 270.0
2023-11-21 07:48:00, 975.676, 975.676, 975.376, 27.2, 0.5, 8, 55, 0.0, 0.0, -7.5, -4.5, 0.5, 0.0, 81, 5.4, 270.0, 10.3, 270.0
2023-11-21 07:49:00, 975.710, 975.710, 975.410, 27.2, 0.5, 8, 55, 0.0, 0.0, -7.5, -4.9, 0.5, 0.0, 81, 6.3, 270.0, 9.8, 247.5
2023-11-21 07:50:00, 975.676, 975.676, 975.376, 27.2, 0.5, 8, 56, 0.0, 0.0, -7.3, -2.6, 0.5, 0.0, 90, 2.7, 270.0, 4.0, 315.0
2023-11-21 07:51:00, 975.744, 975.744, 975.444, 27.2, 0.4, 9, 56, 0.0, 0.0, -7.3, -4.0, 0.4, 0.0, 81, 4.5, 270.0, 6.3, 292.5
2023-11-21 07:52:00, 975.845, 975.845, 975.545, 27.2, 0.4, 8, 56, 0.0, 0.0, -7.3, -3.4, 0.4, 0.0, 85, 3.6, 270.0, 4.9, 270.0
2023-11-21 07:53:00, 975.777, 975.777, 975.478, 27.2, 0.4, 8, 56, 0.0, 0.0, -7.4, -4.1, 0.4, 0.0, 85, 4.5, 225.0, 7.6, 225.0
2023-11-21 07:54:00, 975.642, 975.642, 975.342, 27.2, 0.4, 8, 56, 0.0, 0.0, -7.4, -3.8, 0.4, 0.0, 81, 4.0, 225.0, 5.4, 225.0
2023-11-21 07:55:00, 975.676, 975.676, 975.376, 27.2, 0.4, 8, 57, 0.0, 0.0, -7.1, -4.1, 0.4, 0.0, 90, 4.5, 247.5, 5.8, 270.0
2023-11-21 07:56:00, 976.353, 976.353, 976.053, 27.2, 0.4, 8, 57, 0.0, 0.0, -7.1, -3.5, 0.4, 0.0, 90, 3.6, 225.0, 5.4, 225.0
2023-11-21 07:57:00, 975.777, 975.777, 975.478, 27.2, 0.4, 8, 57, 0.0, 0.0, -7.1, -1.7, 0.4, 0.0, 81, 1.8, 247.5, 4.5, 225.0
2023-11-21 07:58:00, 975.710, 975.710, 975.410, 27.2, 0.3, 8, 57, 0.0, 0.0, -7.2, -4.2, 0.3, 0.0, 81, 4.5, 225.0, 6.3, 202.5
2023-11-21 07:59:00, 975.574, 975.574, 975.274, 27.2, 0.4, 8, 57, 0.0, 0.0, -7.1, -4.4, 0.4, 0.0, 85, 4.9, 225.0, 9.8, 202.5
2023-11-21 08:00:00, 975.676, 975.676, 975.376, 27.1, 0.4, 8, 57, 0.0, 0.0, -7.1, -5.5, 0.4, 0.0, 90, 7.2, 292.5, 13.4, 247.5
2023-11-21 08:01:00, 975.811, 975.811, 975.511, 27.1, 0.4, 8, 57, 0.0, 0.0, -7.1, -4.6, 0.4, 0.0, 81, 5.4, 270.0, 8.0, 270.0
2023-11-21 08:02:00, 975.777, 975.777, 975.478, 27.1, 0.4, 8, 58, 0.0, 0.0, -6.9, -4.9, 0.4, 0.0, 81, 5.8, 270.0, 8.5, 270.0
2023-11-21 08:03:00, 975.947, 975.947, 975.647, 27.2, 0.4, 8, 58, 0.0, 0.0, -6.9, -3.8, 0.4, 0.0, 85, 4.0, 292.5, 6.3, 292.5
2023-11-21 08:04:00, 975.879, 975.879, 975.579, 27.2, 0.4, 9, 58, 0.0, 0.0, -6.9, -4.4, 0.4, 0.0, 85, 4.9, 292.5, 6.7, 315.0
2023-11-21 08:05:00, 975.642, 975.642, 975.342, 27.2, 0.4, 8, 58, 0.0, 0.0, -6.9, -3.8, 0.4, 0.0, 81, 4.0, 202.5, 6.7, 270.0
2023-11-21 08:06:00, 975.845, 975.845, 975.545, 27.2, 0.4, 8, 58, 0.0, 0.0, -6.9, -3.1, 0.4, 0.0, 90, 3.1, 202.5, 6.3, 225.0
2023-11-21 08:07:00, 975.777, 975.777, 975.478, 27.2, 0.4, 8, 58, 0.0, 0.0, -6.9, -3.5, 0.4, 0.0, 81, 3.6, 247.5, 6.7, 247.5
2023-11-21 08:08:00, 975.947, 975.947, 975.647, 27.2, 0.3, 8, 59, 0.0, 0.0, -6.7, -4.7, 0.3, 0.0, 85, 5.4, 270.0, 7.2, 270.0
2023-11-21 08:09:00, 976.014, 976.014, 975.715, 27.2, 0.3, 9, 59, 0.0, 0.0, -6.7, -3.9, 0.3, 0.0, 85, 4.0, 292.5, 5.8, 270.0
2023-11-21 08:10:00, 975.913, 975.913, 975.613, 27.3, 0.3, 10, 59, 0.0, 0.0, -6.8, -3.3, 0.3, 0.0, 81, 3.1, 202.5, 4.9, 202.5
2023-11-21 08:11:00, 975.913, 975.913, 975.613, 27.3, 0.3, 8, 59, 0.0, 0.0, -6.8, -3.6, 0.3, 0.0, 90, 3.6, 0.0, 5.4, 0.0
2023-11-21 08:12:00, 975.642, 975.642, 975.342, 27.3, 0.3, 9, 59, 0.0, 0.0, -6.8, -3.6, 0.3, 0.0, 81, 3.6, 0.0, 7.6, 270.0
2023-11-21 08:13:00, 975.845, 975.845, 975.545, 27.3, 0.2, 9, 60, 0.0, 0.0, -6.6, -5.5, 0.2, 0.0, 85, 6.7, 225.0, 8.9, 247.5
2023-11-21 08:14:00, 976.014, 976.014, 975.715, 27.3, 0.2, 8, 60, 0.0, 0.0, -6.6, -3.3, 0.2, 0.0, 77, 3.1, 225.0, 4.5, 225.0
2023-11-21 08:15:00, 975.913, 975.913, 975.613, 27.3, 0.2, 8, 60, 0.0, 0.0, -6.6, 0.2, 0.2, 0.0, 81, 1.3, 90.0, 2.7, 135.0
2023-11-21 08:16:00, 975.947, 975.947, 975.647, 27.4, 0.2, 9, 60, 0.0, 0.0, -6.6, -3.7, 0.2, 0.0, 90, 3.6, 225.0, 8.0, 225.0
2023-11-21 08:17:00, 975.913, 975.913, 975.613, 27.3, 0.2, 8, 61, 0.0, 0.0, -6.5, -4.1, 0.2, 0.0, 81, 4.0, 270.0, 8.0, 247.5
