dt , barometer (mbar), pressure (mbar), altimeter (mbar), inTemp (C), outTemp (C), inHumidity	 (%), outHumidity	 (%), rainRate (mm/hour), rain (mm), dewpoint (C), windchill (C), heatindex (C), ET (mm), rxCheckPercent	 (%), windSpeed (m/s), windDir (grad), windGust (m/s), windGustDir (grad)
2023-11-21 00:00:00, 971.850, 971.850, 971.550, 24.4, 0.6, 11, 62, 0.0, 0.0, -5.8, -3.8, 0.6, 0.0, 81, 4.5, 202.5, 6.3, 225.0
2023-11-21 00:01:00, 971.816, 971.816, 971.516, 24.6, 0.6, 11, 62, 0.0, 0.0, -5.9, -2.5, 0.6, 0.0, 90, 2.7, 292.5, 4.9, 202.5
2023-11-21 00:02:00, 971.884, 971.884, 971.584, 24.6, 0.6, 12, 62, 0.0, 0.0, -5.9, -3.3, 0.6, 0.0, 85, 3.6, 247.5, 5.4, 247.5
2023-11-21 00:03:00, 971.951, 971.951, 971.651, 24.6, 0.6, 11, 62, 0.0, 0.0, -5.9, -4.2, 0.6, 0.0, 77, 4.9, 225.0, 7.6, 225.0
2023-11-21 00:04:00, 972.087, 972.087, 971.787, 24.6, 0.6, 11, 62, 0.0, 0.0, -5.9, -3.9, 0.6, 0.0, 90, 4.5, 270.0, 11.2, 270.0
2023-11-21 00:05:00, 972.087, 972.087, 971.787, 24.6, 0.5, 11, 62, 0.0, 0.0, -5.9, -4.7, 0.5, 0.0, 77, 5.8, 270.0, 10.3, 270.0
2023-11-21 00:06:00, 972.087, 972.087, 971.787, 24.6, 0.5, 11, 62, 0.0, 0.0, -5.9, -3.7, 0.5, 0.0, 90, 4.0, 292.5, 6.3, 270.0
2023-11-21 00:07:00, 972.121, 972.121, 971.821, 24.6, 0.5, 11, 60, 0.0, 0.0, -6.4, -5.1, 0.5, 0.0, 90, 6.7, 270.0, 9.8, 270.0
2023-11-21 00:08:00, 972.019, 972.019, 971.719, 24.6, 0.6, 12, 60, 0.0, 0.0, -6.3, -4.9, 0.6, 0.0, 81, 6.3, 270.0, 8.5, 247.5
2023-11-21 00:09:00, 971.951, 971.951, 971.651, 24.6, 0.6, 11, 61, 0.0, 0.0, -6.1, -4.9, 0.6, 0.0, 85, 6.3, 247.5, 8.9, 270.0
2023-11-21 00:10:00, 971.917, 971.917, 971.617, 24.6, 0.6, 11, 61, 0.0, 0.0, -6.1, -4.2, 0.6, 0.0, 81, 4.9, 292.5, 6.7, 0.0
2023-11-21 00:11:00, 971.647, 971.647, 971.347, 24.7, 0.6, 14, 61, 0.0, 0.0, -6.1, -4.4, 0.6, 0.0, 85, 5.4, 225.0, 6.7, 225.0
2023-11-21 00:12:00, 971.850, 971.850, 971.550, 24.7, 0.5, 12, 61, 0.0, 0.0, -6.1, -5.3, 0.5, 0.0, 85, 7.2, 225.0, 9.8, 247.5
2023-11-21 00:13:00, 971.884, 971.884, 971.584, 24.7, 0.6, 11, 61, 0.0, 0.0, -6.1, -5.4, 0.6, 0.0, 85, 7.6, 270.0, 10.3, 270.0
2023-11-21 00:14:00, 971.917, 971.917, 971.617, 24.7, 0.5, 12, 62, 0.0, 0.0, -5.9, -4.7, 0.5, 0.0, 85, 5.8, 247.5, 8.5, 270.0
2023-11-21 00:15:00, 971.951, 971.951, 971.651, 24.7, 0.5, 11, 62, 0.0, 0.0, -5.9, -4.2, 0.5, 0.0, 81, 4.9, 225.0, 8.0, 270.0
2023-11-21 00:16:00, 971.884, 971.884, 971.584, 24.7, 0.5, 11, 62, 0.0, 0.0, -5.9, -5.3, 0.5, 0.0, 85, 7.2, 247.5, 10.3, 247.5
2023-11-21 00:17:00, 971.850, 971.850, 971.550, 24.7, 0.5, 11, 62, 0.0, 0.0, -5.9, -4.0, 0.5, 0.0, 90, 4.5, 225.0, 5.8, 225.0
2023-11-21 00:18:00, 971.917, 971.917, 971.617, 24.7, 0.5, 12, 63, 0.0, 0.0, -5.7, -3.0, 0.5, 0.0, 77, 3.1, 225.0, 4.9, 225.0
2023-11-21 00:19:00, 971.951, 971.951, 971.651, 24.7, 0.5, 11, 63, 0.0, 0.0, -5.7, -4.5, 0.5, 0.0, 85, 5.4, 247.5, 7.2, 225.0
2023-11-21 00:20:00, 971.951, 971.951, 971.651, 24.7, 0.5, 11, 63, 0.0, 0.0, -5.7, -3.0, 0.5, 0.0, 81, 3.1, 247.5, 3.6, 247.5
2023-11-21 00:21:00, 971.951, 971.951, 971.651, 24.7, 0.5, 11, 63, 0.0, 0.0, -5.7, -4.0, 0.5, 0.0, 81, 4.5, 225.0, 7.2, 225.0
2023-11-21 00:22:00, 971.850, 971.850, 971.550, 24.7, 0.5, 11, 62, 0.0, 0.0, -5.9, -4.5, 0.5, 0.0, 90, 5.4, 270.0, 8.5, 247.5
2023-11-21 00:23:00, 972.527, 972.527, 972.227, 24.7, 0.5, 12, 61, 0.0, 0.0, -6.1, -4.0, 0.5, 0.0, 81, 4.5, 292.5, 6.3, 270.0
2023-11-21 00:24:00, 972.527, 972.527, 972.227, 24.7, 0.6, 13, 62, 0.0, 0.0, -5.9, -2.5, 0.6, 0.0, 85, 2.7, 225.0, 4.9, 247.5
2023-11-21 00:25:00, 971.884, 971.884, 971.584, 24.7, 0.6, 11, 61, 0.0, 0.0, -6.1, -3.9, 0.6, 0.0, 81, 4.5, 225.0, 7.6, 225.0
2023-11-21 00:26:00, 971.782, 971.782, 971.482, 24.7, 0.6, 11, 61, 0.0, 0.0, -6.1, -4.9, 0.6, 0.0, 85, 6.3, 202.5, 7.6, 225.0
2023-11-21 00:27:00, 971.782, 971.782, 971.482, 24.7, 0.6, 11, 62, 0.0, 0.0, -5.9, -4.7, 0.6, 0.0, 85, 5.8, 270.0, 8.9, 270.0
2023-11-21 00:28:00, 971.917, 971.917, 971.617, 24.7, 0.6, 12, 63, 0.0, 0.0, -5.7, -4.4, 0.6, 0.0, 81, 5.4, 247.5, 10.3, 292.5
2023-11-21 00:29:00, 971.917, 971.917, 971.617, 24.7, 0.6, 11, 64, 0.0, 0.0, -5.5, -4.7, 0.6, 0.0, 85, 5.8, 270.0, 10.7, 270.0
2023-11-21 00:30:00, 971.917, 971.917, 971.617, 24.8, 0.5, 12, 64, 0.0, 0.0, -5.5, -4.5, 0.5, 0.0, 81, 5.4, 247.5, 8.5, 270.0
2023-11-21 00:31:00, 971.850, 971.850, 971.550, 24.8, 0.4, 11, 65, 0.0, 0.0, -5.4, -4.0, 0.4, 0.0, 85, 4.5, 292.5, 8.5, 247.5
2023-11-21 00:32:00, 971.884, 971.884, 971.584, 24.8, 0.4, 11, 65, 0.0, 0.0, -5.4, -4.0, 0.4, 0.0, 85, 4.5, 247.5, 6.3, 270.0
2023-11-21 00:33:00, 971.884, 971.884, 971.584, 24.7, 0.4, 11, 65, 0.0, 0.0, -5.4, -4.0, 0.4, 0.0, 90, 4.5, 247.5, 8.0, 247.5
2023-11-21 00:34:00, 972.019, 972.019, 971.719, 24.7, 0.4, 11, 65, 0.0, 0.0, -5.4, -5.4, 0.4, 0.0, 81, 7.2, 247.5, 10.3, 247.5
2023-11-21 00:35:00, 971.951, 971.951, 971.651, 24.7, 0.4, 11, 64, 0.0, 0.0, -5.6, -4.3, 0.4, 0.0, 81, 4.9, 292.5, 7.6, 247.5
2023-11-21 00:36:00, 971.748, 971.748, 971.448, 24.7, 0.4, 12, 65, 0.0, 0.0, -5.4, -4.6, 0.4, 0.0, 85, 5.4, 270.0, 6.7, 270.0
2023-11-21 00:37:00, 971.748, 971.748, 971.448, 24.7, 0.4, 12, 65, 0.0, 0.0, -5.4, -5.8, 0.4, 0.0, 81, 8.0, 270.0, 12.5, 270.0
2023-11-21 00:38:00, 971.782, 971.782, 971.482, 24.8, 0.3, 11, 65, 0.0, 0.0, -5.5, -5.2, 0.3, 0.0, 90, 6.3, 247.5, 8.5, 225.0
2023-11-21 00:39:00, 971.985, 971.985, 971.685, 24.7, 0.3, 11, 65, 0.0, 0.0, -5.5, -3.2, 0.3, 0.0, 85, 3.1, 247.5, 6.7, 270.0
2023-11-21 00:40:00, 971.917, 971.917, 971.617, 24.8, 0.3, 12, 65, 0.0, 0.0, -5.5, -3.2, 0.3, 0.0, 81, 3.1, 247.5, 6.7, 292.5
2023-11-21 00:41:00, 971.816, 971.816, 971.516, 24.8, 0.4, 13, 65, 0.0, 0.0, -5.4, -4.6, 0.4, 0.0, 85, 5.4, 270.0, 8.9, 270.0
2023-11-21 00:42:00, 971.917, 971.917, 971.617, 24.8, 0.4, 13, 65, 0.0, 0.0, -5.4, -3.5, 0.4, 0.0, 81, 3.6, 225.0, 5.4, 225.0
2023-11-21 00:43:00, 971.951, 971.951, 971.651, 24.8, 0.3, 11, 65, 0.0, 0.0, -5.5, -3.6, 0.3, 0.0, 94, 3.6, 247.5, 8.5, 270.0
2023-11-21 00:44:00, 972.629, 972.629, 972.329, 24.8, 0.3, 12, 65, 0.0, 0.0, -5.5, -5.2, 0.3, 0.0, 81, 6.3, 225.0, 8.0, 225.0
2023-11-21 00:45:00, 972.629, 972.629, 972.329, 24.8, 0.3, 11, 65, 0.0, 0.0, -5.5, -4.5, 0.3, 0.0, 85, 4.9, 247.5, 7.6, 202.5
2023-11-21 00:46:00, 972.087, 972.087, 971.787, 24.8, 0.3, 11, 65, 0.0, 0.0, -5.5, -6.2, 0.3, 0.0, 85, 8.9, 270.0, 12.1, 247.5
2023-11-21 00:47:00, 972.053, 972.053, 971.753, 24.8, 0.3, 11, 64, 0.0, 0.0, -5.7, -4.7, 0.3, 0.0, 81, 5.4, 225.0, 9.4, 270.0
2023-11-21 00:48:00, 971.951, 971.951, 971.651, 24.8, 0.3, 11, 64, 0.0, 0.0, -5.7, -3.9, 0.3, 0.0, 90, 4.0, 270.0, 6.3, 315.0
2023-11-21 00:49:00, 972.019, 972.019, 971.719, 24.8, 0.3, 13, 64, 0.0, 0.0, -5.7, -6.1, 0.3, 0.0, 81, 8.5, 292.5, 14.8, 292.5
2023-11-21 00:50:00, 971.985, 971.985, 971.685, 24.9, 0.3, 13, 65, 0.0, 0.0, -5.5, -6.2, 0.3, 0.0, 85, 8.9, 225.0, 11.6, 202.5
2023-11-21 00:51:00, 971.917, 971.917, 971.617, 24.9, 0.4, 11, 63, 0.0, 0.0, -5.8, -5.1, 0.4, 0.0, 81, 6.3, 225.0, 9.8, 292.5
2023-11-21 00:52:00, 972.019, 972.019, 971.719, 24.9, 0.4, 11, 63, 0.0, 0.0, -5.8, -4.9, 0.4, 0.0, 81, 5.8, 270.0, 9.8, 270.0
2023-11-21 00:53:00, 971.985, 971.985, 971.685, 24.8, 0.4, 11, 63, 0.0, 0.0, -5.8, -5.0, 0.4, 0.0, 94, 6.3, 270.0, 10.7, 270.0
2023-11-21 00:54:00, 971.985, 971.985, 971.685, 24.8, 0.4, 11, 63, 0.0, 0.0, -5.8, -3.8, 0.4, 0.0, 81, 4.0, 247.5, 7.2, 270.0
2023-11-21 00:55:00, 972.121, 972.121, 971.821, 24.8, 0.5, 14, 63, 0.0, 0.0, -5.7, -4.9, 0.5, 0.0, 85, 6.3, 247.5, 10.3, 247.5
2023-11-21 00:56:00, 971.985, 971.985, 971.685, 24.8, 0.4, 11, 63, 0.0, 0.0, -5.8, -4.6, 0.4, 0.0, 85, 5.4, 247.5, 8.0, 292.5
2023-11-21 00:57:00, 972.290, 972.290, 971.990, 24.8, 0.4, 11, 64, 0.0, 0.0, -5.6, -5.8, 0.4, 0.0, 85, 8.0, 292.5, 13.0, 292.5
2023-11-21 00:58:00, 971.850, 971.850, 971.550, 24.8, 0.4, 13, 63, 0.0, 0.0, -5.8, -3.4, 0.4, 0.0, 85, 3.6, 292.5, 8.5, 270.0
2023-11-21 00:59:00, 972.087, 972.087, 971.787, 24.9, 0.4, 13, 64, 0.0, 0.0, -5.6, -5.0, 0.4, 0.0, 85, 6.3, 202.5, 7.6, 180.0
2023-11-21 01:00:00, 972.154, 972.154, 971.854, 24.9, 0.4, 11, 63, 0.0, 0.0, -5.8, -4.3, 0.4, 0.0, 85, 4.9, 247.5, 8.5, 225.0
2023-11-21 01:01:00, 972.019, 972.019, 971.719, 24.9, 0.4, 12, 64, 0.0, 0.0, -5.6, -5.2, 0.4, 0.0, 81, 6.7, 292.5, 10.3, 292.5
2023-11-21 01:02:00, 972.188, 972.188, 971.888, 24.9, 0.4, 12, 64, 0.0, 0.0, -5.6, -6.2, 0.4, 0.0, 85, 8.9, 270.0, 13.0, 247.5
2023-11-21 01:03:00, 972.121, 972.121, 971.821, 24.9, 0.4, 11, 65, 0.0, 0.0, -5.4, -4.9, 0.4, 0.0, 85, 5.8, 202.5, 8.9, 202.5
2023-11-21 01:04:00, 972.053, 972.053, 971.753, 24.9, 0.4, 11, 65, 0.0, 0.0, -5.4, -4.9, 0.4, 0.0, 85, 5.8, 225.0, 8.9, 270.0
2023-11-21 01:05:00, 972.019, 972.019, 971.719, 24.9, 0.3, 11, 64, 0.0, 0.0, -5.7, -4.2, 0.3, 0.0, 85, 4.5, 225.0, 6.7, 247.5
2023-11-21 01:06:00, 972.256, 972.256, 971.956, 24.8, 0.3, 11, 65, 0.0, 0.0, -5.5, -5.4, 0.3, 0.0, 81, 6.7, 225.0, 10.7, 225.0
2023-11-21 01:07:00, 972.154, 972.154, 971.854, 24.8, 0.3, 11, 65, 0.0, 0.0, -5.5, -5.4, 0.3, 0.0, 85, 6.7, 270.0, 12.5, 292.5
2023-11-21 01:08:00, 972.087, 972.087, 971.787, 24.8, 0.3, 12, 65, 0.0, 0.0, -5.5, -5.7, 0.3, 0.0, 77, 7.6, 270.0, 11.6, 270.0
2023-11-21 01:09:00, 972.324, 972.324, 972.024, 24.8, 0.3, 11, 66, 0.0, 0.0, -5.3, -6.0, 0.3, 0.0, 90, 8.0, 225.0, 11.2, 202.5
2023-11-21 01:10:00, 972.324, 972.324, 972.024, 24.8, 0.3, 11, 65, 0.0, 0.0, -5.5, -5.0, 0.3, 0.0, 85, 5.8, 270.0, 10.7, 292.5
2023-11-21 01:11:00, 972.290, 972.290, 971.990, 24.8, 0.3, 12, 65, 0.0, 0.0, -5.5, -6.1, 0.3, 0.0, 81, 8.5, 225.0, 13.4, 225.0
2023-11-21 01:12:00, 972.256, 972.256, 971.956, 24.8, 0.3, 11, 65, 0.0, 0.0, -5.5, -5.6, 0.3, 0.0, 90, 7.2, 247.5, 9.8, 247.5
2023-11-21 01:13:00, 972.256, 972.256, 971.956, 24.8, 0.3, 11, 65, 0.0, 0.0, -5.5, -4.8, 0.3, 0.0, 81, 5.4, 225.0, 9.4, 225.0
2023-11-21 01:14:00, 972.358, 972.358, 972.058, 24.8, 0.3, 11, 65, 0.0, 0.0, -5.5, -5.8, 0.3, 0.0, 85, 7.6, 270.0, 12.5, 270.0
2023-11-21 01:15:00, 972.290, 972.290, 971.990, 24.7, 0.3, 12, 65, 0.0, 0.0, -5.5, -5.0, 0.3, 0.0, 85, 5.8, 247.5, 8.9, 247.5
2023-11-21 01:16:00, 972.493, 972.493, 972.193, 24.7, 0.3, 11, 65, 0.0, 0.0, -5.5, -3.6, 0.3, 0.0, 81, 3.6, 247.5, 6.3, 247.5
2023-11-21 01:17:00, 972.256, 972.256, 971.956, 24.7, 0.3, 11, 64, 0.0, 0.0, -5.7, -4.7, 0.3, 0.0, 85, 5.4, 247.5, 8.5, 270.0
2023-11-21 01:18:00, 972.290, 972.290, 971.990, 24.7, 0.3, 11, 64, 0.0, 0.0, -5.7, -5.4, 0.3, 0.0, 85, 6.7, 247.5, 8.5, 225.0
2023-11-21 01:19:00, 972.324, 972.324, 972.024, 24.8, 0.3, 13, 64, 0.0, 0.0, -5.7, -5.2, 0.3, 0.0, 85, 6.3, 225.0, 9.8, 247.5
2023-11-21 01:20:00, 972.290, 972.290, 971.990, 24.8, 0.4, 12, 63, 0.0, 0.0, -5.8, -3.8, 0.4, 0.0, 85, 4.0, 225.0, 7.2, 270.0
2023-11-21 01:21:00, 972.324, 972.324, 972.024, 24.8, 0.4, 11, 63, 0.0, 0.0, -5.8, -5.1, 0.4, 0.0, 85, 6.3, 225.0, 10.7, 247.5
2023-11-21 01:22:00, 972.290, 972.290, 971.990, 24.8, 0.4, 11, 62, 0.0, 0.0, -6.0, -5.5, 0.4, 0.0, 85, 7.2, 225.0, 10.7, 270.0
2023-11-21 01:23:00, 972.391, 972.391, 972.092, 24.8, 0.4, 11, 62, 0.0, 0.0, -6.0, -5.7, 0.4, 0.0, 77, 7.6, 225.0, 9.4, 202.5
2023-11-21 01:24:00, 972.391, 972.391, 972.092, 24.7, 0.4, 11, 63, 0.0, 0.0, -5.8, -5.6, 0.4, 0.0, 85, 7.6, 225.0, 9.4, 247.5
2023-11-21 01:25:00, 972.391, 972.391, 972.092, 24.7, 0.4, 10, 63, 0.0, 0.0, -5.8, -4.6, 0.4, 0.0, 90, 5.4, 225.0, 7.6, 225.0
2023-11-21 01:26:00, 972.358, 972.358, 972.058, 24.7, 0.4, 10, 63, 0.0, 0.0, -5.8, -4.9, 0.4, 0.0, 81, 5.8, 225.0, 9.4, 247.5
2023-11-21 01:27:00, 972.391, 972.391, 972.092, 24.7, 0.4, 11, 63, 0.0, 0.0, -5.8, -6.2, 0.4, 0.0, 81, 8.9, 270.0, 13.0, 270.0
2023-11-21 01:28:00, 972.629, 972.629, 972.329, 24.7, 0.4, 11, 62, 0.0, 0.0, -6.0, -5.9, 0.4, 0.0, 81, 8.5, 247.5, 11.2, 247.5
2023-11-21 01:29:00, 972.527, 972.527, 972.227, 24.7, 0.4, 11, 62, 0.0, 0.0, -6.0, -5.8, 0.4, 0.0, 81, 8.0, 225.0, 11.2, 270.0
2023-11-21 01:30:00, 972.527, 972.527, 972.227, 24.7, 0.4, 11, 61, 0.0, 0.0, -6.2, -6.2, 0.4, 0.0, 94, 9.4, 270.0, 13.4, 270.0
2023-11-21 01:31:00, 972.595, 972.595, 972.295, 24.7, 0.5, 11, 61, 0.0, 0.0, -6.1, -5.1, 0.5, 0.0, 85, 6.7, 247.5, 10.3, 247.5
2023-11-21 01:32:00, 972.459, 972.459, 972.159, 24.7, 0.5, 11, 61, 0.0, 0.0, -6.1, -5.3, 0.5, 0.0, 81, 7.2, 225.0, 10.3, 225.0
2023-11-21 01:33:00, 972.358, 972.358, 972.058, 24.7, 0.5, 10, 60, 0.0, 0.0, -6.4, -5.1, 0.5, 0.0, 81, 6.7, 247.5, 9.4, 202.5
2023-11-21 01:34:00, 972.662, 972.662, 972.362, 24.7, 0.5, 10, 62, 0.0, 0.0, -5.9, -5.7, 0.5, 0.0, 90, 8.0, 247.5, 12.5, 270.0
2023-11-21 01:35:00, 972.493, 972.493, 972.193, 24.7, 0.5, 11, 62, 0.0, 0.0, -5.9, -4.7, 0.5, 0.0, 85, 5.8, 225.0, 9.8, 247.5
2023-11-21 01:36:00, 972.696, 972.696, 972.396, 24.6, 0.5, 10, 62, 0.0, 0.0, -5.9, -5.5, 0.5, 0.0, 85, 7.6, 247.5, 12.1, 247.5
2023-11-21 01:37:00, 972.629, 972.629, 972.329, 24.6, 0.5, 10, 61, 0.0, 0.0, -6.1, -5.7, 0.5, 0.0, 85, 8.0, 247.5, 11.6, 247.5
2023-11-21 01:38:00, 972.595, 972.595, 972.295, 24.6, 0.5, 10, 60, 0.0, 0.0, -6.4, -4.2, 0.5, 0.0, 85, 4.9, 225.0, 7.2, 292.5
2023-11-21 01:39:00, 972.595, 972.595, 972.295, 24.6, 0.6, 10, 60, 0.0, 0.0, -6.3, -4.7, 0.6, 0.0, 81, 5.8, 225.0, 8.9, 180.0
2023-11-21 01:40:00, 972.527, 972.527, 972.227, 24.6, 0.6, 10, 60, 0.0, 0.0, -6.3, -4.9, 0.6, 0.0, 85, 6.3, 270.0, 9.8, 270.0
2023-11-21 01:41:00, 972.696, 972.696, 972.396, 24.6, 0.6, 11, 60, 0.0, 0.0, -6.3, -4.8, 0.6, 0.0, 85, 6.3, 225.0, 10.3, 247.5
2023-11-21 01:42:00, 972.662, 972.662, 972.362, 24.6, 0.6, 10, 60, 0.0, 0.0, -6.3, -5.4, 0.6, 0.0, 81, 7.6, 225.0, 9.4, 247.5
2023-11-21 01:43:00, 972.798, 972.798, 972.498, 24.6, 0.6, 10, 60, 0.0, 0.0, -6.3, -4.8, 0.6, 0.0, 90, 6.3, 225.0, 8.5, 247.5
2023-11-21 01:44:00, 972.832, 972.832, 972.532, 24.6, 0.6, 10, 60, 0.0, 0.0, -6.3, -3.5, 0.6, 0.0, 81, 4.0, 247.5, 5.8, 247.5
2023-11-21 01:45:00, 972.899, 972.899, 972.599, 24.6, 0.6, 12, 60, 0.0, 0.0, -6.3, -4.8, 0.6, 0.0, 77, 6.3, 292.5, 7.6, 292.5
2023-11-21 01:46:00, 972.866, 972.866, 972.566, 24.6, 0.6, 13, 61, 0.0, 0.0, -6.0, -5.5, 0.6, 0.0, 94, 8.0, 225.0, 10.3, 247.5
2023-11-21 01:47:00, 972.764, 972.764, 972.464, 26.9, 0.6, 9, 58, 0.0, 0.0, -6.7, -5.4, 0.6, 0.0, 90, 7.6, 225.0, 11.6, 225.0
2023-11-21 01:48:00, 973.035, 973.035, 972.735, 26.9, 0.6, 9, 58, 0.0, 0.0, -6.7, -4.8, 0.6, 0.0, 77, 6.3, 270.0, 8.9, 292.5
2023-11-21 01:49:00, 972.899, 972.899, 972.599, 27.0, 0.6, 9, 58, 0.0, 0.0, -6.7, -4.6, 0.6, 0.0, 81, 5.8, 247.5, 9.4, 202.5
2023-11-21 01:50:00, 972.798, 972.798, 972.498, 26.9, 0.6, 9, 59, 0.0, 0.0, -6.5, -4.1, 0.6, 0.0, 90, 4.9, 225.0, 7.6, 202.5
2023-11-21 01:51:00, 972.899, 972.899, 972.599, 26.9, 0.6, 9, 59, 0.0, 0.0, -6.5, -4.8, 0.6, 0.0, 85, 6.3, 247.5, 8.0, 225.0
2023-11-21 01:52:00, 972.899, 972.899, 972.599, 26.9, 0.6, 9, 59, 0.0, 0.0, -6.5, -4.6, 0.6, 0.0, 85, 5.8, 225.0, 9.4, 247.5
2023-11-21 01:53:00, 972.798, 972.798, 972.498, 26.9, 0.7, 9, 57, 0.0, 0.0, -6.9, -3.2, 0.7, 0.0, 81, 3.6, 202.5, 7.2, 225.0
2023-11-21 01:54:00, 972.899, 972.899, 972.599, 26.9, 0.7, 9, 58, 0.0, 0.0, -6.6, -4.5, 0.7, 0.0, 81, 5.8, 225.0, 7.6, 225.0
2023-11-21 01:55:00, 972.933, 972.933, 972.633, 26.9, 0.7, 9, 58, 0.0, 0.0, -6.6, -4.0, 0.7, 0.0, 85, 4.9, 247.5, 8.0, 247.5
2023-11-21 01:56:00, 972.866, 972.866, 972.566, 26.9, 0.7, 9, 58, 0.0, 0.0, -6.6, -5.6, 0.7, 0.0, 85, 8.5, 270.0, 10.7, 247.5
2023-11-21 01:57:00, 972.967, 972.967, 972.667, 26.9, 0.6, 9, 59, 0.0, 0.0, -6.5, -5.0, 0.6, 0.0, 90, 6.7, 270.0, 9.4, 292.5
2023-11-21 01:58:00, 972.967, 972.967, 972.667, 26.9, 0.6, 9, 59, 0.0, 0.0, -6.5, -3.5, 0.6, 0.0, 81, 4.0, 270.0, 5.4, 270.0
2023-11-21 01:59:00, 972.832, 972.832, 972.532, 26.9, 0.6, 10, 60, 0.0, 0.0, -6.3, -4.7, 0.6, 0.0, 90, 5.8, 270.0, 7.6, 270.0
2023-11-21 02:00:00, 973.069, 973.069, 972.769, 27.0, 0.6, 10, 60, 0.0, 0.0, -6.3, -4.7, 0.6, 0.0, 81, 5.8, 292.5, 9.4, 292.5
2023-11-21 02:01:00, 972.866, 972.866, 972.566, 27.0, 0.6, 11, 60, 0.0, 0.0, -6.3, -5.4, 0.6, 0.0, 77, 7.6, 247.5, 12.5, 270.0
2023-11-21 02:02:00, 972.967, 972.967, 972.667, 27.0, 0.6, 9, 60, 0.0, 0.0, -6.3, -5.1, 0.6, 0.0, 94, 6.7, 270.0, 10.7, 270.0
2023-11-21 02:03:00, 973.644, 973.644, 973.344, 27.0, 0.6, 9, 60, 0.0, 0.0, -6.3, -5.6, 0.6, 0.0, 81, 8.0, 247.5, 10.3, 270.0
2023-11-21 02:04:00, 973.001, 973.001, 972.701, 27.0, 0.6, 9, 59, 0.0, 0.0, -6.5, -4.4, 0.6, 0.0, 85, 5.4, 225.0, 8.5, 225.0
2023-11-21 02:05:00, 972.899, 972.899, 972.599, 27.0, 0.6, 9, 59, 0.0, 0.0, -6.5, -2.9, 0.6, 0.0, 85, 3.1, 225.0, 4.9, 247.5
2023-11-21 02:06:00, 972.899, 972.899, 972.599, 27.0, 0.6, 9, 59, 0.0, 0.0, -6.5, -4.7, 0.6, 0.0, 81, 5.8, 247.5, 8.5, 247.5
2023-11-21 02:07:00, 973.001, 973.001, 972.701, 27.0, 0.6, 9, 59, 0.0, 0.0, -6.5, -5.3, 0.6, 0.0, 90, 7.2, 270.0, 9.8, 247.5
2023-11-21 02:08:00, 973.001, 973.001, 972.701, 27.0, 0.6, 9, 59, 0.0, 0.0, -6.5, -5.3, 0.6, 0.0, 85, 7.2, 225.0, 9.4, 247.5
2023-11-21 02:09:00, 972.832, 972.832, 972.532, 27.0, 0.6, 8, 59, 0.0, 0.0, -6.5, -5.4, 0.6, 0.0, 85, 7.6, 202.5, 10.3, 202.5
2023-11-21 02:10:00, 973.035, 973.035, 972.735, 27.0, 0.5, 8, 60, 0.0, 0.0, -6.4, -3.4, 0.5, 0.0, 77, 3.6, 247.5, 6.7, 225.0
2023-11-21 02:11:00, 972.798, 972.798, 972.498, 27.0, 0.5, 9, 60, 0.0, 0.0, -6.4, -4.2, 0.5, 0.0, 85, 4.9, 270.0, 8.9, 270.0
2023-11-21 02:12:00, 972.866, 972.866, 972.566, 27.0, 0.5, 9, 61, 0.0, 0.0, -6.1, -4.7, 0.5, 0.0, 81, 5.8, 270.0, 9.8, 270.0
2023-11-21 02:13:00, 972.933, 972.933, 972.633, 27.0, 0.4, 9, 61, 0.0, 0.0, -6.2, -5.4, 0.4, 0.0, 85, 7.2, 270.0, 9.4, 270.0
2023-11-21 02:14:00, 973.001, 973.001, 972.701, 27.0, 0.4, 9, 61, 0.0, 0.0, -6.2, -5.0, 0.4, 0.0, 85, 6.3, 225.0, 8.5, 292.5
2023-11-21 02:15:00, 972.899, 972.899, 972.599, 27.0, 0.4, 9, 60, 0.0, 0.0, -6.4, -5.6, 0.4, 0.0, 81, 7.6, 270.0, 12.1, 247.5
2023-11-21 02:16:00, 973.136, 973.136, 972.836, 27.0, 0.4, 9, 60, 0.0, 0.0, -6.4, -5.8, 0.4, 0.0, 85, 8.0, 247.5, 12.1, 225.0
2023-11-21 02:17:00, 973.069, 973.069, 972.769, 27.0, 0.4, 8, 60, 0.0, 0.0, -6.4, -4.3, 0.4, 0.0, 81, 4.9, 225.0, 6.3, 247.5
2023-11-21 02:18:00, 973.001, 973.001, 972.701, 27.0, 0.4, 8, 60, 0.0, 0.0, -6.4, -5.0, 0.4, 0.0, 90, 6.3, 225.0, 9.4, 247.5
2023-11-21 02:19:00, 973.001, 973.001, 972.701, 27.0, 0.4, 8, 59, 0.0, 0.0, -6.6, -4.6, 0.4, 0.0, 85, 5.4, 202.5, 8.9, 247.5
2023-11-21 02:20:00, 973.001, 973.001, 972.701, 27.0, 0.4, 8, 59, 0.0, 0.0, -6.6, -4.3, 0.4, 0.0, 81, 4.9, 292.5, 7.2, 225.0
2023-11-21 02:21:00, 973.170, 973.170, 972.870, 27.0, 0.4, 9, 60, 0.0, 0.0, -6.4, -5.0, 0.4, 0.0, 90, 6.3, 292.5, 10.3, 270.0
